安博TV,#genre# 
東森財經新聞,http://198.16.100.90:8278/ettvcaijing_twn/playlist.m3u8?tid=MB8B2069463920694639&ct=19249&tsum=05ff51a1b274ce7d31d05bbf11df18ad
東森超視,http://198.16.100.90:8278/ettvsuper/playlist.m3u8?tid=MB0B9022098390220983&ct=19249&tsum=594e3a93afe766cf27fd21b8addee391
東森電影 HD,http://198.16.100.90:8278/ettvmovie/playlist.m3u8?tid=md2ba4c243ed411481253&ct=17874&tsum=4637ffbc3260e78931b566300e618313
民視 HD,http://198.16.100.90:8278/ftvhd_taiwan/playlist.m3u8?tid=15141291&ct=17990&tsum=ab93fcdf581cc3f483e1ceede13312ce
民視 HD,http://198.16.100.90:8278/ftvhd_taiwan/playlist.m3u8?tid=m15b424641a89&ct=18335&tsum=ba82cdbfb8253c45a13df5354e6d0dbc
民視 HD,http://198.16.100.90:8278/ftvhd_taiwan/playlist.m3u8?tid=MF8F2804739628047396&ct=19193&tsum=73a49379fed74f8fc39359fcf589a9d8
民視台灣台,http://198.16.100.90:8278/ftvtaiwan_twn/playlist.m3u8?tid=MDFD6045594360455943&ct=19193&tsum=0de4f998b15ba8f2ecdaa107d866212a
民視台灣台,http://198.16.100.90:8278/ftvtaiwan_twn/playlist.m3u8?tid=MEFE5254515252545152&ct=19249&tsum=c17f872b1772df8f76032030cc40bdbd
民視台灣台,http://198.16.100.90:8278/ftvtaiwan_twn/playlist.m3u8?tid=MDFD8196635981966359&ct=19226&tsum=b82639ac8b4590b4206effe348e2f9c2
民視新聞HD,http://198.16.100.90:8278/ftvnew_taiwan/playlist.m3u8?tid=md953ce86cdad16241449&ct=17874&tsum=949d4aace793a001dd41392b210ba406
緯來日本 HD,http://198.16.100.90:8278/videolandjapan/playlist.m3u8?tid=MBAB7250273772502737&ct=19344&tsum=2b580b485643235654de4a1bbc9639cb
美亞電影,http://198.16.100.90:8278/meiyamovie_twn/playlist.m3u8?tid=MD3D6323299363232993&ct=18392&tsum=3f73f541d33abe71140d28ada99a071b
衛視中文台 HD,http://198.16.100.90:8278/weishichinese_twn/playlist.m3u8?tid=MA8A7894022878940228&ct=19226&tsum=c0323ce59263e0096d4181626874e17c
靖天卡通,http://198.16.100.90:8278/jingtiancartoon_twn/playlist.m3u8?tid=m1465dab025b5&ct=18335&tsum=ba935e583d90bfbe1d1d9662e9ac600c
靖天國際台,http://198.16.100.90:8278/jingtianintl_twn/playlist.m3u8?tid=ME4E7632479576324795&ct=19226&tsum=9922eeed6392b21e1710ba791cc599d6
非凡新聞,http://198.16.100.90:8278/feifannews_twn/playlist.m3u8?tid=ME3E6962233269622332&ct=19225&tsum=eea4d84db71e12ba91bfcf328f4dec9d
鳳凰中文,http://198.16.100.90:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068
龍祥時代,http://198.16.100.90:8278/cb7a1fec69/playlist.m3u8?tid=md05ab4002297&ct=18335&tsum=ebe4254ee0e073c2d3c9789e679c00a5
龍華偶像,http://198.16.100.90:8278/lunghuaidol_twn/playlist.m3u8?tid=ME6E1618913016189130&ct=19226&tsum=392d7662a2ff7080289fbe9646e8501d
龍華戲劇,http://198.16.100.90:8278/lunghuaxiju_twn/playlist.m3u8?tid=MBAB4709384347093843&ct=19226&tsum=a2a7258f8565588e10b8da2f26ba8039
龍華戲劇,http://198.16.100.90:8278/lunghuaxiju_twn/playlist.m3u8?tid=m5c1b0bf1531015581628&ct=17874&tsum=2d2c4d6761fa92d63b97c0fe787007cb
龍華戲劇,http://198.16.100.90:8278/lunghuaxiju_twn/playlist.m3u8?tid=MF2F2793524427935244&ct=19249&tsum=db1ef83fbbbae9a364979295fd690f7d
龍華洋片,http://198.16.100.90:8278/lunghuawestern_twn/playlist.m3u8?tid=MF2F4784718547847185&ct=19249&tsum=55fdf18d765f2692c0553d316b671326
Ktiptv,#genre#
BBClifestyle,https://ktpremium.com:443/J3292/6275/870684
NowJelli紫金,https://ktpremium.com:443/J3292/6275/889363
amc最愛電影,https://ktpremium.com:443/J3292/6275/900854
AXN,https://ktpremium.com:443/J3292/6275/515075
BabyTV,https://ktpremium.com:443/J3292/6275/694339
Ci,https://ktpremium.com:443/J3292/6275/515100
Cinemax,https://ktpremium.com:443/J3292/6275/515076
CINEMAX,https://ktpremium.com:443/J3292/6275/870555
CN卡通,https://ktpremium.com:443/J3292/6275/515115
CNBC,https://ktpremium.com:443/J3292/6275/900839
DiscoveryAsia,https://ktpremium.com:443/J3292/6275/698399
Discovery科學頻道,https://ktpremium.com:443/J3292/6275/698400
ELEVEN體育1,https://ktpremium.com:443/J3292/6275/910889
ELEVEN體育2,https://ktpremium.com:443/J3292/6275/910890
ELTA影劇,https://ktpremium.com:443/J3292/6275/918585
ELTA娛樂,https://ktpremium.com:443/J3292/6275/900865
ELTV英語學習頻道,https://ktpremium.com:443/J3292/6275/900863
EYE戲劇台,https://ktpremium.com:443/J3292/6275/918600
GlobalTrekker,https://ktpremium.com:443/J3292/6275/900859
HBOFamily,https://ktpremium.com:443/J3292/6275/900875
HBOHD,https://ktpremium.com:443/J3292/6275/870553
HBOHITS,https://ktpremium.com:443/J3292/6275/870554
HBOSignature,https://ktpremium.com:443/J3292/6275/900881
lifetime,https://ktpremium.com:443/J3292/6275/900851
LuxeTV,https://ktpremium.com:443/J3292/6275/900856
MezzoLive,https://ktpremium.com:443/J3292/6275/900870
momo親子,https://ktpremium.com:443/J3292/6275/515120
mycinemaeuro,https://ktpremium.com:443/J3292/6275/515090
PetClubTV,https://ktpremium.com:443/J3292/6275/900853
sbn全球財經,https://ktpremium.com:443/J3292/6275/900858
TraceSportStars,https://ktpremium.com:443/J3292/6275/900867
TVBSHD,https://ktpremium.com:443/J3292/6275/870537
TVBSNews新聞台,https://ktpremium.com:443/J3292/6275/870536
TVBS歡樂台,https://ktpremium.com:443/J3292/6275/877043
TVBS精采,https://ktpremium.com:443/J3292/6275/515128
阿裡郎,https://ktpremium.com:443/J3292/6275/900868
愛爾達體育1台,https://ktpremium.com:443/J3292/6275/879250
愛爾達體育2台,https://ktpremium.com:443/J3292/6275/879251
愛爾達體育3台,https://ktpremium.com:443/J3292/6275/879252
八大第一,https://ktpremium.com:443/J3292/6275/877048
八大戲劇,https://ktpremium.com:443/J3292/6275/515028
八大娛樂,https://ktpremium.com:443/J3292/6275/515029
八大綜合,https://ktpremium.com:443/J3292/6275/877049
半島國際新聞台,https://ktpremium.com:443/J3292/6275/515211
博斯高球1,https://ktpremium.com:443/J3292/6275/515133
博斯高球2,https://ktpremium.com:443/J3292/6275/515141
博斯魅力,https://ktpremium.com:443/J3292/6275/918610
博斯網球,https://ktpremium.com:443/J3292/6275/912202
博斯無限,https://ktpremium.com:443/J3292/6275/889396
博斯無限,https://ktpremium.com:443/J3292/6275/918609
博斯運動1,https://ktpremium.com:443/J3292/6275/515135
博斯運動2,https://ktpremium.com:443/J3292/6275/515137
采昌影劇台,https://ktpremium.com:443/J3292/6275/889422
大愛1,https://ktpremium.com:443/J3292/6275/515172
大愛2,https://ktpremium.com:443/J3292/6275/515173
東森財經,https://ktpremium.com:443/J3292/6275/515196
東森電影,https://ktpremium.com:443/J3292/6275/870557
東森戲劇,https://ktpremium.com:443/J3292/6275/684837
東森新聞,https://ktpremium.com:443/J3292/6275/870544
東森洋片,https://ktpremium.com:443/J3292/6275/870558
東森綜合,https://ktpremium.com:443/J3292/6275/870545
動物星球,https://ktpremium.com:443/J3292/6275/870689
非凡新聞HD,https://ktpremium.com:443/J3292/6275/515205
公視戲劇,https://ktpremium.com:443/J3292/6275/515023
國家地理,https://ktpremium.com:443/J3292/6275/870687
國家地理野生,https://ktpremium.com:443/J3292/6275/870688
好萊塢電影台,https://ktpremium.com:443/J3292/6275/684844
好消息,https://ktpremium.com:443/J3292/6275/515168
好消息2,https://ktpremium.com:443/J3292/6275/515170
華納電影,https://ktpremium.com:443/J3292/6275/900866
華視,https://ktpremium.com:443/J3292/6275/515017
寰宇新聞台,https://ktpremium.com:443/J3292/6275/857803
靖天國際台,https://ktpremium.com:443/J3292/6275/515025
靖天歡樂台,https://ktpremium.com:443/J3292/6275/889382
靖天卡通,https://ktpremium.com:443/J3292/6275/515122
靖天戲劇台,https://ktpremium.com:443/J3292/6275/889406
靖天映畫,https://ktpremium.com:443/J3292/6275/900862
靖天育樂台,https://ktpremium.com:443/J3292/6275/889373
靖洋戲劇,https://ktpremium.com:443/J3292/6275/900861
龍華電影,https://ktpremium.com:443/J3292/6275/918602
龍華卡通台,https://ktpremium.com:443/J3292/6275/918606
龍華偶像,https://ktpremium.com:443/J3292/6275/515091
龍華日韓台,https://ktpremium.com:443/J3292/6275/918601
龍華戲劇,https://ktpremium.com:443/J3292/6275/515083
龍華洋片,https://ktpremium.com:443/J3292/6275/515085
龍祥電影,https://ktpremium.com:443/J3292/6275/694086
美亞電影,https://ktpremium.com:443/J3292/6275/870561
民視,https://ktpremium.com:443/J3292/6275/515015
民視第一台,https://ktpremium.com:443/J3292/6275/918588
民視新聞,https://ktpremium.com:443/J3292/6275/515191
民視新聞,https://ktpremium.com:443/J3292/6275/515192
年代新聞,https://ktpremium.com:443/J3292/6275/877060
人間衛視,https://ktpremium.com:443/J3292/6275/900860
三立iNEWS新聞台,https://ktpremium.com:443/J3292/6275/515184
三立臺灣,https://ktpremium.com:443/J3292/6275/877052
三立新聞HD,https://ktpremium.com:443/J3292/6275/515185
三立綜合,https://ktpremium.com:443/J3292/6275/877054
台視,https://ktpremium.com:443/J3292/6275/515021
台視新聞,https://ktpremium.com:443/J3292/6275/515200
探索頻道,https://ktpremium.com:443/J3292/6275/870683
緯來電影,https://ktpremium.com:443/J3292/6275/515159
緯來精采,https://ktpremium.com:443/J3292/6275/726090
緯來日本台,https://ktpremium.com:443/J3292/6275/870550
緯來體育,https://ktpremium.com:443/J3292/6275/877061
緯來戲劇,https://ktpremium.com:443/J3292/6275/900848
緯來育樂,https://ktpremium.com:443/J3292/6275/877044
緯來綜合,https://ktpremium.com:443/J3292/6275/870549
衛視電影,https://ktpremium.com:443/J3292/6275/870560
衛視中文台,https://ktpremium.com:443/J3292/6275/918594
新時代2,https://ktpremium.com:443/J3292/6275/889370
新時代,https://ktpremium.com:443/J3292/6275/889368
星衛電影,https://ktpremium.com:443/J3292/6275/870562
壹新聞,https://ktpremium.com:443/J3292/6275/903164
影迷紀實台,https://ktpremium.com:443/J3292/6275/889427
智林體育台,https://ktpremium.com:443/J3292/6275/889395
中視,https://ktpremium.com:443/J3292/6275/515019
中視菁采台,https://ktpremium.com:443/J3292/6275/889365
中視新聞,https://ktpremium.com:443/J3292/6275/515206
中天新聞HD,https://ktpremium.com:443/J3292/6275/870539
中天亞洲台,https://ktpremium.com:443/J3292/6275/877046
中天綜合,https://ktpremium.com:443/J3292/6275/877045
Joy tv,#genre#
愛爾達影劇台,http://158.69.25.22:25469/live/chen0922/dog0922/154.ts
愛爾達綜合台,http://158.69.25.22:25469/live/chen0922/dog0922/155.ts
中視經典台,http://158.69.25.22:25469/live/chen0922/dog0922/95.ts
中視菁采台,http://158.69.25.22:25469/live/chen0922/dog0922/96.ts
CNN_國際,http://158.69.25.22:25469/live/chen0922/dog0922/73.ts
民視,http://158.69.25.22:25469/live/chen0922/dog0922/122.ts
台視,http://158.69.25.22:25469/live/chen0922/dog0922/116.ts
大愛電視,http://158.69.25.22:25469/live/chen0922/dog0922/148.ts
中視,http://158.69.25.22:25469/live/chen0922/dog0922/109.ts
霹靂台灣台,http://158.69.25.22:25469/live/chen0922/dog0922/700173576.ts
華視,http://158.69.25.22:25469/live/chen0922/dog0922/120.ts
公視,http://158.69.25.22:25469/live/chen0922/dog0922/147.ts
原民台,http://158.69.25.22:25469/live/chen0922/dog0922/98.ts
客家電視臺,http://158.69.25.22:25469/live/chen0922/dog0922/77.ts
國家地理頻道,http://158.69.25.22:25469/live/chen0922/dog0922/156.ts
探索頻道,http://158.69.25.22:25469/live/chen0922/dog0922/76.ts
TLC旅游生活,http://158.69.25.22:25469/live/chen0922/dog0922/701383897.ts
動物星球,http://158.69.25.22:25469/live/chen0922/dog0922/81.ts
MOMO親子,http://158.69.25.22:25469/live/chen0922/dog0922/226.ts
東森幼幼,http://158.69.25.22:25469/live/chen0922/dog0922/216.ts
緯來綜合,http://158.69.25.22:25469/live/chen0922/dog0922/205.ts
八大第一,http://158.69.25.22:25469/live/chen0922/dog0922/212.ts
八大綜合,http://158.69.25.22:25469/live/chen0922/dog0922/211.ts
三立台灣,http://158.69.25.22:25469/live/chen0922/dog0922/197.ts
三立都會,http://158.69.25.22:25469/live/chen0922/dog0922/198.ts
衛視中文,http://158.69.25.22:25469/live/chen0922/dog0922/192.m3u8
東森綜合,http://158.69.25.22:25469/live/chen0922/dog0922/219.ts
東森超視,http://158.69.25.22:25469/live/chen0922/dog0922/84.ts
中天綜合,http://158.69.25.22:25469/live/chen0922/dog0922/190.ts
中天娛樂,http://158.69.25.22:25469/live/chen0922/dog0922/191.ts
東森戲劇,http://158.69.25.22:25469/live/chen0922/dog0922/220.ts
八大戲劇,http://158.69.25.22:25469/live/chen0922/dog0922/213.ts
TVBS歡樂,http://158.69.25.22:25469/live/chen0922/dog0922/80.ts
緯來戲劇,http://158.69.25.22:25469/live/chen0922/dog0922/206.ts
三立戲劇台,http://158.69.25.22:25469/live/chen0922/dog0922/703019840.ts
靖天映畫,http://158.69.25.22:25469/live/chen0922/dog0922/141.ts
三立綜合台,http://158.69.25.22:25469/live/chen0922/dog0922/117.ts
壹電視新聞台,http://158.69.25.22:25469/live/chen0922/dog0922/112.ts
年代新聞,http://158.69.25.22:25469/live/chen0922/dog0922/199.ts
東森新聞,http://158.69.25.22:25469/live/chen0922/dog0922/218.ts
中天新聞,http://158.69.25.22:25469/live/chen0922/dog0922/189.ts
民視新聞台,http://158.69.25.22:25469/live/chen0922/dog0922/121.ts
三立新聞,http://158.69.25.22:25469/live/chen0922/dog0922/196.ts
TVBS新聞,http://158.69.25.22:25469/live/chen0922/dog0922/223.ts
TVBS_HD,http://158.69.25.22:25469/live/chen0922/dog0922/224.ts
東森財經新聞,http://158.69.25.22:25469/live/chen0922/dog0922/215.ts
非凡新聞,http://158.69.25.22:25469/live/chen0922/dog0922/209.ts
天映經典,http://158.69.25.22:25469/live/chen0922/dog0922/82.ts
衛視電影台,http://158.69.25.22:25469/live/chen0922/dog0922/193.ts
東森電影,http://158.69.25.22:25469/live/chen0922/dog0922/214.ts
緯來電影,http://158.69.25.22:25469/live/sheephome/dog0922/195.ts
龍祥時代,http://158.69.25.22:25469/live/chen0922/dog0922/202.ts
HBO_HD,http://158.69.25.22:25469/live/chen0922/dog0922/167.ts
東森洋片,http://158.69.25.22:25469/live/chen0922/dog0922/217.ts
AXN,http://158.69.25.22:25469/live/chen0922/dog0922/236.ts
好萊塢電影,http://158.69.25.22:25469/live/chen0922/dog0922/208.ts
CINEMAX_HD,http://158.69.25.22:25469/live/chen0922/dog0922/235.ts
緯來日本,http://158.69.25.22:25469/live/chen0922/dog0922/142.ts
國興衛視,http://158.69.25.22:25469/live/chen0922/dog0922/221.ts
Z頻道,http://158.69.25.22:25469/live/chen0922/dog0922/222.ts
華視新聞資訊台,http://158.69.25.22:25469/live/chen0922/dog0922/207.ts
CNBC_Asia_Channel,http://158.69.25.22:25469/live/chen0922/dog0922/184.ts
八大娛樂,http://158.69.25.22:25469/live/chen0922/dog0922/79.ts
MTV_Live,http://158.69.25.22:25469/live/chen0922/dog0922/166.ts
三立財經台,http://158.69.25.22:25469/live/chen0922/dog0922/118.ts
龍華戲劇,http://158.69.25.22:25469/live/chen0922/dog0922/102.ts
龍華電影,http://158.69.25.22:25469/live/chen0922/dog0922/100.ts
公視二台,http://158.69.25.22:25469/live/chen0922/dog0922/99.ts
華藏衛視,http://158.69.25.22:25469/live/chen0922/dog0922/78.ts
BOOMERANG,http://158.69.25.22:25469/live/chen0922/dog0922/85.ts
亞洲旅遊台,http://158.69.25.22:25469/live/chen0922/dog0922/159.ts
公視3,http://158.69.25.22:25469/live/chen0922/dog0922/146.ts
靖天電影台,http://158.69.25.22:25469/live/chen0922/dog0922/140.ts
國會頻道1,http://158.69.25.22:25469/live/chen0922/dog0922/72.ts
國會頻道2,http://158.69.25.22:25469/live/chen0922/dog0922/71.ts
華納電影,http://158.69.25.22:25469/live/chen0922/dog0922/86.ts
壹電視資訊綜合台,http://158.69.25.22:25469/live/chen0922/dog0922/111.ts
大愛二台,http://158.69.25.22:25469/live/chen0922/dog0922/149.ts
好消息2,http://158.69.25.22:25469/live/chen0922/dog0922/144.ts
BBC_Earth,http://158.69.25.22:25469/live/chen0922/dog0922/187.ts
希望電視,http://158.69.25.22:25469/live/chen0922/dog0922/75.ts
高點綜合,http://158.69.25.22:25469/live/chen0922/dog0922/83.ts
EYE_TV旅遊台,http://158.69.25.22:25469/live/chen0922/dog0922/179.ts
中天亞洲,http://158.69.25.22:25469/live/chen0922/dog0922/188.ts
探索科學,http://158.69.25.22:25469/live/chen0922/dog0922/87.ts
EYE_TV戲劇台,http://158.69.25.22:25469/live/chen0922/dog0922/180.ts
寰宇新聞二台,http://158.69.25.22:25469/live/chen0922/dog0922/106.ts
民視第一台,http://158.69.25.22:25469/live/chen0922/dog0922/201.ts
民視台灣台,http://158.69.25.22:25469/live/chen0922/dog0922/200.ts
中视新闻HD,http://158.69.25.22:25469/live/chen0922/dog0922/74.ts
台視新聞,http://158.69.25.22:25469/live/chen0922/dog0922/92.ts
台視財經台,http://158.69.25.22:25469/live/chen0922/dog0922/94.ts
台視綜合台,http://158.69.25.22:25469/live/chen0922/dog0922/93.ts
唯心電視,http://158.69.25.22:25469/live/chen0922/dog0922/70.ts
非凡商業,http://158.69.25.22:25469/live/chen0922/dog0922/240.ts
TVBS精采台,http://158.69.25.22:25469/live/chen0922/dog0922/161.ts
探索亞洲,http://158.69.25.22:25469/live/chen0922/dog0922/115.ts
DMAX,http://158.69.25.22:25469/live/chen0922/dog0922/181.ts
寰宇新聞台,http://158.69.25.22:25469/live/chen0922/dog0922/105.ts
H2,http://158.69.25.22:25469/live/chen0922/dog0922/168.ts
罪案偵緝頻道,http://158.69.25.22:25469/live/chen0922/dog0922/108.ts
韓國娛樂台KMTV,http://158.69.25.22:25469/live/chen0922/dog0922/104.ts
HBO原創,http://158.69.25.22:25469/live/chen0922/dog0922/228.ts
HBO強檔,http://158.69.25.22:25469/live/chen0922/dog0922/230.ts
HBO家庭,http://158.69.25.22:25469/live/chen0922/dog0922/229.ts
tvN,http://158.69.25.22:25469/live/chen0922/dog0922/160.ts
星衛電影台,http://158.69.25.22:25469/live/chen0922/dog0922/114.ts
國家地理野生頻道,http://158.69.25.22:25469/live/chen0922/dog0922/158.ts
國家地理悠人頻道,http://158.69.25.22:25469/live/chen0922/dog0922/157.ts
歷史頻道,http://158.69.25.22:25469/live/chen0922/dog0922/150.ts
卡通頻道,http://158.69.25.22:25469/live/chen0922/dog0922/203.ts
豬哥亮歌廳秀,http://158.69.25.22:25469/live/chen0922/dog0922/703196158.ts
Nickelodeon_Asia(尼克兒童頻道),http://158.69.25.22:25469/live/chen0922/dog0922/165.ts
哈TV,#genre# 
民視HD,http://114.134.188.144/kehu/khds.php?id=125
中天娛樂HD,http://114.134.188.144/kehu/khds.php?id=121
中天綜合HD,http://114.134.188.144/kehu/khds.php?id=122
中天亞洲HD,http://114.134.188.144/kehu/khds.php?id=123
中視HD,http://114.134.188.144/kehu/khds.php?id=124
民視臺灣HD,http://114.134.188.144/kehu/khds.php?id=126
華視HD,http://114.134.188.144/kehu/khds.php?id=127
公視HD,http://114.134.188.144/kehu/khds.php?id=128
八大第一HD,http://114.134.188.144/kehu/khds.php?id=129
八大綜合HD,http://114.134.188.144/kehu/khds.php?id=130
八大戲劇HD,http://114.134.188.144/kehu/khds.php?id=135
八大娛樂HD,http://114.134.188.144/kehu/khds.php?id=136
公視3HD,http://114.134.188.144/kehu/khds.php?id=137
三立綜合HD,http://114.134.188.144/kehu/khds.php?id=138
三立都會HD,http://114.134.188.144/kehu/khds.php?id=139
東森綜合HD,http://114.134.188.144/kehu/khds.php?id=140
東森超視HD,http://114.134.188.144/kehu/khds.php?id=141
龍華戲劇HD,http://114.134.188.144/kehu/khds.php?id=142
龍華經典HD,http://114.134.188.144/kehu/khds.php?id=143
龍華偶像HD,http://114.134.188.144/kehu/khds.php?id=144
靖天國際HD,http://114.134.188.144/kehu/khds.php?id=145
靖天資訊HD,http://114.134.188.144/kehu/khds.php?id=146
靖天卡通HD,http://114.134.188.144/kehu/khds.php?id=147
ELTA影劇HD,http://114.134.188.144/kehu/khds.php?id=149
緯來體育HD,http://114.134.188.144/kehu/khds.php?id=150
緯來電影HD,http://114.134.188.144/kehu/khds.php?id=133
HBO HD,http://114.134.188.144/kehu/khds.php?id=79
HBO原創HD,http://114.134.188.144/kehu/khds.php?id=80
HBO強檔HD,http://114.134.188.144/kehu/khds.php?id=81
HBO家庭HD,http://114.134.188.144/kehu/khds.php?id=82
好萊塢電影HD,http://114.134.188.144/kehu/khds.php?id=83
CINEMAXHD,http://114.134.188.144/kehu/khds.php?id=84
AXN TaiwanHD,http://114.134.188.144/kehu/khds.php?id=85
CatchPlay電影HD,http://114.134.188.144/kehu/khds.php?id=86
星空衛視HD,http://114.134.188.144/kehu/khds.php?id=131
東森電影HD,http://114.134.188.144/kehu/khds.php?id=87
東森洋片HD,http://114.134.188.144/kehu/khds.php?id=88
東森戲劇HD,http://114.134.188.144/kehu/khds.php?id=89
龍華洋片HD,http://114.134.188.144/kehu/khds.php?id=90
龍詳時代HD,http://114.134.188.144/kehu/khds.php?id=91
衛視中文HD,http://114.134.188.144/kehu/khds.php?id=92
星衛電影HD,http://114.134.188.144/kehu/khds.php?id=93
美亞電影台《粵語》HD,http://114.134.188.144/kehu/khds.php?id=4
美亞電影台HD,http://114.134.188.144/kehu/khds.php?id=94
衛視電影HD,http://114.134.188.144/kehu/khds.php?id=95
AnimaxHD,http://114.134.188.144/kehu/khds.php?id=96
衛視西片HD,http://114.134.188.144/kehu/khds.php?id=97
Movies NowHD,http://114.134.188.144/kehu/khds.php?id=98
華納電影HD,http://114.134.188.144/kehu/khds.php?id=100
國家地理HD,http://114.134.188.144/kehu/khds.php?id=105
國家地理野生HD,http://114.134.188.144/kehu/khds.php?id=106
動物星球HD,http://114.134.188.144/kehu/khds.php?id=107
探索頻道HD,http://114.134.188.144/kehu/khds.php?id=108
探索動力HD,http://114.134.188.144/kehu/khds.php?id=109
探索科學HD,http://114.134.188.144/kehu/khds.php?id=110
探索亞洲HD,http://114.134.188.144/kehu/khds.php?id=111
探索發現HD,http://114.134.188.144/kehu/khds.php?id=112
EVE旅遊HD,http://114.134.188.144/kehu/khds.php?id=113
TLCHD,http://114.134.188.144/kehu/khds.php?id=114
MTV LiveHD,http://114.134.188.144/kehu/khds.php?id=115
BBC Earth HD,http://114.134.188.144/kehu/khds.php?id=116
HistoryHD,http://114.134.188.144/kehu/khds.php?id=117
BBC Earth LifestyleHD,http://114.134.188.144/kehu/khds.php?id=118
HGTVHD,http://114.134.188.144/kehu/khds.php?id=119
TVBS歡樂HD,http://114.134.188.144/kehu/khds.php?id=120
ELEVEN體育1HD,http://114.134.188.144/kehu/khds.php?id=151
ELEVEN體育2HD,http://114.134.188.144/kehu/khds.php?id=152
博斯運動1HD,http://114.134.188.144/kehu/khds.php?id=153
博斯運動2HD,http://114.134.188.144/kehu/khds.php?id=154
博斯高球1HD,http://114.134.188.144/kehu/khds.php?id=155
博斯高球2HD,http://114.134.188.144/kehu/khds.php?id=156
博斯網球HD,http://114.134.188.144/kehu/khds.php?id=157
TVBS新聞HD,http://114.134.188.144/kehu/khds.php?id=37
TVBS HD,http://114.134.188.144/kehu/khds.php?id=38
中天新聞HD,http://114.134.188.144/kehu/khds.php?id=39
中天新聞2HD,http://114.134.188.144/kehu/khds.php?id=40
中視新聞HD,http://114.134.188.144/kehu/khds.php?id=41
民視新聞HD,http://114.134.188.144/kehu/khds.php?id=42
東森新聞HD,http://114.134.188.144/kehu/khds.php?id=43
東森財經HD,http://114.134.188.144/kehu/khds.php?id=44
寰宇新聞HD,http://114.134.188.144/kehu/khds.php?id=45
寰宇新聞臺灣HD,http://114.134.188.144/kehu/khds.php?id=132
台視新聞HD,http://114.134.188.144/kehu/khds.php?id=46
壹新聞HD,http://114.134.188.144/kehu/khds.php?id=47
三立iNEWSHD,http://114.134.188.144/kehu/khds.php?id=48
三立liveHD,http://114.134.188.144/kehu/khds.php?id=49
鏡新聞HD,http://114.134.188.144/kehu/khds.php?id=50
娛樂新聞台HD,http://114.134.188.144/kehu/khds.php?id=117
華視新聞HD,http://114.134.188.144/kehu/khds.php?id=51
非凡新聞HD,http://114.134.188.144/kehu/khds.php?id=52
年代新聞HD,http://114.134.188.144/kehu/khds.php?id=53
